"EventlogID";"UserName";"ProcessID";"MachineName";"MethodName";"TypeName";"FileName";"LineNo";"EventSource";"EventTime";"EventType";"ErrorNo";"EventMsg"
"569802";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Die Verarbeitung der Run Date-Hierarchie wurde gestartet."
"569803";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Die Verarbeitung der Run Date-Hierarchie wurde beendet."
"569804";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Die Verarbeitung der Interface System-Dimension wurde gestartet."
"569805";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"      SELECT    DISTINCT  [dbo_RegTradeExceptionDetail].[TradeException] AS [dbo_RegTradeExceptionDetailTradeException0_0]   FROM [dbo].[RegTradeExceptionDetail] AS [dbo_RegTradeExceptionDetail] "
"569806";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Das Schreiben von Daten f?r das Trade Exception-Attribut wurde beendet."
"569807";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Das Lesen von Daten aus dem Trade Exception-Attribut wurde gestartet."
"569808";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Das Lesen von Daten aus dem Trade Exception-Attribut wurde beendet."
"569809";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Die Verarbeitung des Trade Exception-Attributs wurde beendet."
"569810";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Die Verarbeitung der Trade Exception-Hierarchie wurde gestartet."
"569811";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Die Verarbeitung der Trade Exception-Hierarchie wurde beendet."
"569812";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Die Verarbeitung des (All)-Attributs wurde gestartet."
"569813";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Das Lesen von Daten f?r das (All)-Attribut wurde gestartet."
"569814";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Das Schreiben von Daten f?r das (All)-Attribut wurde beendet."
"569815";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"100";"Die Verarbeitung des (All)-Attributs wurde beendet."
"569816";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Die Verarbeitung des Interface System-Attributs wurde gestartet."
"569817";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"Das Lesen von Daten f?r das Interface System-Attribut wurde gestartet."
"569818";"DOM1\S31023";"0";"SM06245";;;;"0";"Exception Analysis  Cube Process";"2014-01-27 14:28:51.000";"[Info]";"0";"      SELECT    DISTINCT  [dbo_RegInterfaceSystem].[Interfacesystem] AS [dbo_RegInterfaceSystemInterfacesystem0_0]   FROM [dbo].[RegInterfaceSystem] AS [dbo_RegInterfaceSystem] "
